Topic,Title,Authors,Publication,Date,Citations,Volume,Issue,Pages,DOI,Abstract
cloud computing,Towards optimized scheduling and allocation of heterogeneous resource via graph-enhanced EPSO algorithm,Zhang Z.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00670-4,No abstract available
cloud computing,Optimizing scope 3 emissions in the automotive manufacturing industry: a multidisciplinary approach,Wang Y.,Carbon Research,2024-12-01,0,3,1,,10.1007/s44246-024-00131-2,No abstract available
cloud computing,WUREN: Whole-modal union representation for epitope prediction,Wang X.,Computational and Structural Biotechnology Journal,2024-12-01,0,23,No issue available,2122-2131,10.1016/j.csbj.2024.05.023,No abstract available
cloud computing,Enhancing multimedia management: cloud-based movie type recognition with hybrid deep learning architecture,Lin F.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00668-y,No abstract available
cloud computing,Controlling chaos using edge computing hardware,Kent R.M.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-48133-3,No abstract available
cloud computing,Students health physique information sharing in publicly collaborative services over edge-cloud networks,Liu P.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00661-5,No abstract available
cloud computing,Optical amplification across the whole communication windows in PbS quantum-dot-doped fiber,Cui J.,Optical Fiber Technology,2024-12-01,0,88,No issue available,,10.1016/j.yofte.2024.103822,No abstract available
cloud computing,Deep Reinforcement Learning techniques for dynamic task offloading in the 5G edge-cloud continuum,Nieto G.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00658-0,No abstract available
cloud computing,Comparing code-free deep learning models to expert-designed models for detecting retinal diseases from optical coherence tomography,Touma S.,International Journal of Retina and Vitreous,2024-12-01,0,10,1,,10.1186/s40942-024-00555-3,No abstract available
cloud computing,Characterizing land use/land cover change dynamics by an enhanced random forest machine learning model: a Google Earth Engine implementation,Pande C.B.,Environmental Sciences Europe,2024-12-01,1,36,1,,10.1186/s12302-024-00901-0,No abstract available
cloud computing,Urban methane emission monitoring across North America using TROPOMI data: an analytical inversion approach,Hemati M.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-58995-8,No abstract available
cloud computing,Cross-chain asset trading scheme for notaries based on edge cloud storage,Chen L.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00648-2,No abstract available
cloud computing,An efficient polynomial-based verifiable computation scheme on multi-source outsourced data,Zhang Y.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-53267-x,No abstract available
cloud computing,In silico assessment of nanoparticle toxicity powered by the Enalos Cloud Platform: Integrating automated machine learning and synthetic data for enhanced nanosafety evaluation,Varsou D.D.,Computational and Structural Biotechnology Journal,2024-12-01,0,25,No issue available,47-60,10.1016/j.csbj.2024.03.020,No abstract available
cloud computing,"Correction to: Edge intelligence-assisted animation design with large models: a survey (Journal of Cloud Computing, (2024), 13, 1, (48), 10.1186/s13677-024-00601-3)",Zhu J.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00650-8,No abstract available
cloud computing,EpiDiP/NanoDiP: a versatile unsupervised machine learning edge computing platform for epigenomic tumour diagnostics,Hench J.,Acta Neuropathologica Communications,2024-12-01,0,12,1,,10.1186/s40478-024-01759-2,No abstract available
cloud computing,Blockchain integration for in-vehicle CAN bus intrusion detection systems with ISO/SAE 21434 compliant reporting,Andreica T.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-58694-4,No abstract available
cloud computing,Analysis and prediction of virtual machine boot time on virtualized computing environments,Auliya R.S.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00646-4,No abstract available
cybersecurity,An approach for assessing the functional vulnerabilities criticality of CPS components,Alguliyev R.,Cyber Security and Applications,2025-12-01,0,3,No issue available,,10.1016/j.csa.2024.100058,No abstract available
cybersecurity,A Light Review on Cyber Security Awareness Models for the Elderly,Azam N.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-02-01,0,44,1,31-45,10.37934/araset.44.1.3145,No abstract available
cybersecurity,An Improved Network Intrusion Detection Method Based On CNN-LSTM-SA,Hui B.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-02-01,0,44,1,225-238,10.37934/araset.44.1.225238,No abstract available
cybersecurity,Risk Classes of Cloud Computing Project in Healthcare: A Review of Technical Report and Standards,Fathullah M.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-02-01,0,44,1,169-180,10.37934/araset.44.1.169180,No abstract available
cybersecurity,Cybersecurity Knowledge Deterioration and the role of Gamification Intervention,Boluwatife F.F.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-01-01,0,43,1,66-94,10.37934/araset.43.1.6694,No abstract available
cybersecurity,Digital transformation for sustainable health and well-being: a review and future research directions,Hameed K.,Discover Sustainability,2024-12-01,0,5,1,,10.1007/s43621-024-00273-8,No abstract available
cybersecurity,Insights from telesurgery expert conference on recent clinical experience and current status of remote surgery,Rocco B.,Journal of Robotic Surgery,2024-12-01,0,18,1,,10.1007/s11701-024-01984-w,No abstract available
cybersecurity,Efficiently approaching vertical federated learning by combining data reduction and conditional computation techniques,Folino F.,Journal of Big Data,2024-12-01,0,11,1,,10.1186/s40537-024-00933-6,No abstract available
cybersecurity,Exploring deep convolutional generative adversarial networks (DCGAN) in biometric systems: a survey study,Jenkins J.,Discover Artificial Intelligence,2024-12-01,0,4,1,,10.1007/s44163-024-00138-z,No abstract available
cybersecurity,The need for cybersecurity self-evaluation in healthcare,Burke W.,BMC Medical Informatics and Decision Making,2024-12-01,0,24,1,,10.1186/s12911-024-02551-x,No abstract available
cybersecurity,LLM potentiality and awareness: a position paper from the perspective of trustworthy and responsible AI modeling,Sarker I.H.,Discover Artificial Intelligence,2024-12-01,0,4,1,,10.1007/s44163-024-00129-0,No abstract available
cybersecurity,"Public attitudes toward chatgpt on twitter: sentiments, topics, and occupations",Koonchanok R.,Social Network Analysis and Mining,2024-12-01,0,14,1,,10.1007/s13278-024-01260-7,No abstract available
cybersecurity,Ethical considerations and concerns in the implementation of AI in pharmacy practice: a cross-sectional study,Hasan H.E.,BMC Medical Ethics,2024-12-01,0,25,1,,10.1186/s12910-024-01062-8,No abstract available
cybersecurity,Uncovering the social impact of digital steganalysis tools applied to cybercrime investigations: a European Union perspective,Nicolás-Sánchez A.,Crime Science,2024-12-01,0,13,1,,10.1186/s40163-024-00209-7,No abstract available
cybersecurity,FDA-cleared home sleep apnea testing devices,Park J.H.,npj Digital Medicine,2024-12-01,0,7,1,,10.1038/s41746-024-01112-w,No abstract available
cybersecurity,Application Study on the Reinforcement Learning Strategies in the Network Awareness Risk Perception and Prevention,Xie J.,International Journal of Computational Intelligence Systems,2024-12-01,0,17,1,,10.1007/s44196-024-00492-x,No abstract available
cybersecurity,IDG-SemiAD: An Immune Detector Generation-Based Collaborative Learning Scheme for Semi-supervised Anomaly Detection in Industrial Cyber-physical Systems,Huang M.,International Journal of Computational Intelligence Systems,2024-12-01,0,17,1,,10.1007/s44196-024-00498-5,No abstract available
cybersecurity,"Study of smart grid cyber-security, examining architectures, communication networks, cyber-attacks, countermeasure techniques, and challenges",Achaal B.,Cybersecurity,2024-12-01,0,7,1,,10.1186/s42400-023-00200-w,No abstract available
cybersecurity,Software implementation of systematic polar encoding based PKC-SPE cryptosystem for quantum cybersecurity,Redhu R.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-60767-3,No abstract available
cybersecurity,Event-Triggered confidentiality fusion estimation against eavesdroppers in cyber-physical systems,Xu D.,Eurasip Journal on Advances in Signal Processing,2024-12-01,0,2024,1,,10.1186/s13634-024-01124-4,No abstract available
cybersecurity,Navigating the U.S. regulatory landscape for neurologic digital health technologies,Busis N.A.,npj Digital Medicine,2024-12-01,0,7,1,,10.1038/s41746-024-01098-5,No abstract available
cybersecurity,"Airport security: the impact of AI on safety, efficiency, and the passenger experience",Pik E.,Journal of Transportation Security,2024-12-01,0,17,1,,10.1007/s12198-024-00276-6,No abstract available
cybersecurity,FEDDBN-IDS: federated deep belief network-based wireless network intrusion detection system,Nivaashini M.,Eurasip Journal on Information Security,2024-12-01,0,2024,1,,10.1186/s13635-024-00156-5,No abstract available
cybersecurity,Joint contrastive learning and belief rule base for named entity recognition in cybersecurity,Hu C.,Cybersecurity,2024-12-01,0,7,1,,10.1186/s42400-024-00206-y,No abstract available
cybersecurity,An optimized neural network with AdaHessian for cryptojacking attack prediction for Securing Crypto Exchange Operations of MEC applications,Rani U.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00630-y,No abstract available
blockchain,"Authentication, access control and scalability models in Internet of Things Security–A review",Kokila M.,Cyber Security and Applications,2025-12-01,0,3,No issue available,,10.1016/j.csa.2024.100057,No abstract available
blockchain,Blockchain Based Deep Learning for Sustainable Agricultural Supply Chain Management,Alla K.R.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-03-01,0,45,2,142-151,10.37934/araset.45.2.142151,No abstract available
blockchain,BLPCA-ledger: A lightweight plenum consensus protocols for consortium blockchain based on the hyperledger indy,Mehmood F.,Computer Standards and Interfaces,2025-01-01,0,91,No issue available,,10.1016/j.csi.2024.103876,No abstract available
blockchain,A secure and lightweight data management scheme based on redactable blockchain for Digital Copyright,Zhuang C.,Computer Standards and Interfaces,2025-01-01,0,91,No issue available,,10.1016/j.csi.2024.103875,No abstract available
blockchain,Business models for the Blockchain: An empirical analysis,Upadhyay N.,Digital Business,2024-12-01,0,4,2,,10.1016/j.digbus.2024.100082,No abstract available
blockchain,Blockchain-based secure optimized traceable scheme for smart and sustainable food supply chain,Chunduri V.,Discover Sustainability,2024-12-01,0,5,1,,10.1007/s43621-024-00287-2,No abstract available
